Time,LF,HF,VLF,ULF,LF/HF,LF/(LF+HF),LFnorm,HFnorm,TotalPower
41:02.6,772.7234,85.27172,0,0,9.061896,0,0,0,0
41:03.4,801.5538,93.34496,0,0,8.587006,0,0,0,0
41:04.3,847.3572,105.9488,0,0,7.997797,0,0,0,0
41:05.3,902.1116,121.1078,0,0,7.448829,0,0,0,0
41:06.3,965.7379,139.1876,0,0,6.938389,0,0,0,0
41:07.2,1035.731,160.4194,0,0,6.456399,0,0,0,0
41:08.2,1111.024,186.0464,0,0,5.971757,0,0,0,0
41:09.2,1180.375,213.7634,0,0,5.521878,0,0,0,0
41:10.0,1233.467,239.1354,0,0,5.158028,0,0,0,0
41:10.8,1290.723,272.1257,0,0,4.743114,0,0,0,0
41:11.5,1331.892,300.9731,0,0,4.425286,0,0,0,0
41:12.4,1377.34,340.159,0,0,4.049106,0,0,0,0
